Filename,T,P,HOA,Metal node,M%,UCV,D,ASA,AVAF,Adsorption
DB0-m29_o89_o500_f0_pts.sym.45,298.0,1.0,7.237348,Fe,2.41,1983.0,0.769829,347.336,0.14834,4.817413
DB1-Zn4O13-BDC_A-irmof20_A_No398,298.0,0.1,6.191781,Zn,7.14,11033.5,0.570734,2316.14,0.40916,0.560305
DB0-m3_o22_o23_f0_nbo.sym.99,298.0,0.1,3.846718,Zn,3.53,7381.45,0.487991,1345.04,0.49068,0.133363
DB0-m3_o19_o25_f0_nbo.sym.76,338.0,0.26,3.325854,Zn,4.23,18247.0,0.341676,3572.13,0.53592,0.191566
DB0-m29_o88_o1470_f0_pts.sym.29,338.0,3.2,4.944589,Fe,2.7,2354.23,0.761011,532.338,0.2404,3.517319
DB6-cuf_9824,313.0,0.4,5.094972,Cu,2.27,2296.12,0.634799,450.397,0.25846,0.887155
DB0-m3_o9_o21_f0_pcu.sym.13,338.0,0.26,3.773378,Zn,3.23,1776.17,0.672437,355.09,0.21742,0.194071
DB0-m3_o3_o20_f0_pcu.sym.47,313.0,0.4,4.275099,Zn,1.47,5155.18,0.407134,1021.75,0.39448,0.593783
DB0-m3_o113_o12_f0_fsc.sym.15,298.0,1.0,8.052647,Zn,4.65,732.073,1.32048,88.2774,0.06844,2.864276
DB0-m3_o14_o25_f0_nbo.sym.120,298.0,1.0,4.473102,Zn,3.9,7636.52,0.387393,1318.81,0.5284,2.390562
DB0-m2_o2_o17_f0_pcu.sym.11,298.0,1.0,5.152458,Cu,2.38,3125.37,0.482294,599.367,0.4339,2.412243
DB1-MIL47V-irmof10_B-pcn6_A_No10,298.0,1.0,5.918233,V,3.33,3009.98,0.748413,490.342,0.30024,3.753035
DB0-m2_o8_o14_f0_pcu.sym.6,298.0,1.0,4.154971,Cu,2.38,2848.85,0.506987,639.893,0.34198,2.218509
DB0-m3_o480_o155_f0_fsc.sym.38,298.0,0.1,6.470948,Zn,2.27,1686.74,0.88162,316.614,0.15398,1.828532
DB0-m2_o4_o14_f0_nbo.sym.95,298.0,0.1,4.331704,Cu,4.44,5009.73,0.525795,1008.79,0.39686,0.14884
DB5-hypotheticalMOF_22309_0_0_1_0_17_7,313.0,0.4,4.929804,Zn,2.9,1340.01,0.849268,193.301,0.20206,1.218308
DB0-m3_o4_o27_f0_pcu.sym.53,298.0,1.0,5.848661,Zn,2.56,2088.74,0.682003,408.745,0.24194,3.013709
DB5-hypotheticalMOF_16199_1_0_0_22_10_6,298.0,1.0,4.159851,Zn,5.48,2791.13,0.608085,622.695,0.31876,1.797495
DB6-cuf_3056,313.0,16.0,7.205517,Cu,2.0,2353.94,0.708161,490.588,0.21528,17.07917
DB0-m3_o18_o51_f0_fsc.sym.53,298.0,0.1,6.939789,Zn,2.38,1536.1,0.896658,234.93,0.10916,1.529767
DB1-Cu2N8-DPAC_B-irmof10_B_No135,338.0,3.2,6.252324,Cu,2.17,2141.47,0.674545,324.539,0.343,8.497765
DB0-m2_o11_o22_f0_nbo.sym.63,298.0,0.1,2.920338,Cu,5.26,5188.62,0.496033,1011.75,0.47188,0.088809
DB0-m2_o3_o23_f0_nbo.sym.25,338.0,0.26,2.67175,Cu,2.86,47173.5,0.157907,4780.83,0.77054,0.21868
DB0-m3_o45_o159_f0_fsc.sym.44,313.0,0.4,5.45368,Zn,2.94,1469.51,0.815098,287.039,0.1555,2.606016
DB0-m3_o1520_o23_f0_fsc.sym.27,313.0,16.0,8.004217,Zn,2.94,1561.09,0.831063,269.592,0.1728,15.031115
DB0-m29_o90_o151_f0_pts.sym.94,298.0,1.0,5.504437,Fe,1.56,3564.06,0.57246,739.467,0.24008,3.470127
DB1-Cu2N8-irmof6_B-irmof7_B_No249,313.0,16.0,7.241306,Cu,3.85,1060.63,1.22636,134.208,0.05086,6.777847
DB0-m3_o2_o21_f0_pcu.sym.17,298.0,0.1,5.327454,Zn,1.37,3007.77,0.672392,529.968,0.16698,0.297661
DB0-m29_o88_o173_f0_pts.sym.123,338.0,3.2,3.71153,Fe,1.22,9163.37,0.34101,1743.51,0.51958,2.59457
DB6-cuf_9915,298.0,0.1,5.727502,Cu,3.23,1293.46,0.918579,200.36,0.05102,0.553297
DB0-m3_o15_o23_f0_nbo.sym.46,313.0,16.0,5.173587,Zn,2.61,15331.0,0.497864,3227.26,0.37146,23.974286
DB1-Zn2O8N2-ADC_A-irmof7_A_No1163,338.0,0.26,4.611078,Zn,2.22,3171.83,0.532719,616.953,0.38374,0.339783
DB13-nbo-Syn037323,298.0,0.1,4.217343,Cu,2.78,21904.5,0.358279,4312.97,0.4868,0.26603
DB1-Zn2O8N2-irmof14_A-irmof7_A_No131,338.0,3.2,5.58911,Zn,2.5,4003.89,0.786982,804.096,0.17492,5.784593
DB0-m3_o152_o158_f0_fsc.sym.41,313.0,16.0,9.416516,Zn,2.5,1481.78,0.958609,219.806,0.05932,11.296745
DB0-m3_o23_o28_f0_nbo.sym.32,338.0,3.2,2.976895,Zn,2.65,47751.6,0.27514,5439.93,0.71786,1.846892
DB5-hypotheticalMOF_5018331_1_0_0_19_16_2,298.0,1.0,3.636686,Zn,4.49,5191.76,0.481557,1008.33,0.47762,1.192852
DB0-m3_o160_o1530_f0_fsc.sym.1,338.0,0.26,5.510987,Zn,3.28,1479.37,0.799505,306.375,0.20918,0.855308
DB0-m3_o7_o26_f0_pcu.sym.76,298.0,0.1,3.858751,Zn,2.44,5159.9,0.513893,866.985,0.55306,0.140313
DB0-m3_o146_o159_f0_fsc.sym.49,338.0,3.2,4.967118,Zn,2.3,2419.5,0.624209,542.093,0.25134,5.206782
DB0-m3_o24_o1500_f0_fsc.sym.33,313.0,16.0,9.143149,Zn,2.5,1174.54,1.40146,77.9745,0.02866,3.501772
DB5-hypotheticalMOF_5048583_0_0_1_19_20_6,298.0,1.0,4.765249,Zn,2.08,3819.26,0.51026,812.107,0.3082,2.972516
DB0-m2_o25_o27_f0_nbo.sym.96,338.0,0.26,3.239989,Cu,2.4,38905.6,0.222911,5479.12,0.6688,0.212578
DB6-cuf_3555,313.0,16.0,5.82351,Cu,2.22,3147.18,0.602407,645.258,0.32718,20.235682
DB0-m3_o9_o17_f0_nbo.sym.44,338.0,0.26,5.59613,Zn,2.5,7184.85,0.574631,1373.97,0.3199,0.492721
DB0-m3_o8_o25_f0_pcu.sym.9,338.0,0.26,3.782921,Zn,2.63,4429.09,0.514583,842.604,0.46096,0.199036
DB0-m3_o11_o25_f0_nbo.sym.102,338.0,0.26,3.15685,Zn,4.58,7836.44,0.328298,1408.1,0.56364,0.176547
DB6-pMOF_120,338.0,3.2,4.121959,Cu,3.23,2470.28,0.446068,584.09,0.3854,2.568536
DB0-m2_o19_o25_f0_pcu,298.0,0.1,3.861314,Cu,3.7,5331.68,0.408323,1283.18,0.43678,0.160048
DB7-ddmof_15189,313.0,16.0,4.455434,Cd,2.99,27138.1,0.444144,3784.08,0.54838,13.873807
DB1-Zn2O8-fum_A-irmof8_A_No16,313.0,16.0,7.960558,Zn,5.0,2345.41,0.774589,627.238,0.18434,16.994741
DB0-m3_o530_o156_f0_fsc.sym.29,298.0,0.1,6.486746,Zn,1.89,2768.54,0.694358,667.292,0.19768,1.614906
DB0-m29_o90_o52_f0_pts.sym.80,313.0,0.4,4.909528,Fe,1.98,2852.9,0.611425,633.502,0.23856,0.962496
DB0-m2_o5_o14_f0_nbo.sym.23,298.0,0.1,4.606066,Cu,6.38,7230.36,0.701742,1549.04,0.31086,0.154019
DB0-m2_o19_o25_f0_nbo.sym.89,338.0,0.26,2.159906,Cu,6.38,17769.7,0.35613,2994.83,0.6225,0.102679
DB13-nbo-Syn030275,338.0,3.2,4.05902,Cu,4.35,10632.3,0.535446,2076.05,0.38888,2.304318
DB0-m3_o1_o25_f0_nbo.sym.14,338.0,3.2,3.778061,Zn,4.48,15222.3,0.358959,2727.69,0.55044,2.302216
DB0-m29_o88_o148_f0_pts.sym.32,298.0,1.0,6.505554,Fe,2.15,2099.41,0.787332,371.889,0.08974,4.4884
DB5-hypotheticalMOF_5066283_1_0_2_8_17_1,313.0,16.0,5.792502,Cu,2.7,2110.89,0.735975,391.379,0.29064,16.164645
DB7-ddmof_108,298.0,0.1,6.167431,Ni,4.88,8469.98,0.875739,1611.11,0.15674,0.598493
DB0-m3_o1520_o23_f0_fsc.sym.49,313.0,16.0,8.291311,Zn,2.86,1560.11,0.880545,311.572,0.11244,13.448267
DB0-m9_o27_o28_f0_sra.sym.28,298.0,1.0,7.018298,V,2.33,5871.73,0.564476,1003.3,0.34566,3.821308
DB0-m3_o9_o25_f0_nbo.sym.131,313.0,16.0,4.643095,Zn,2.93,7637.42,0.476378,1457.53,0.41296,23.161946
DB0-m2_o3_o9_f0_pcu.sym.63,313.0,16.0,4.956707,Cu,1.61,3778.84,0.518607,657.881,0.34858,18.785996
DB0-m3_o10_o19_f0_pcu.sym.14,298.0,1.0,5.264958,Zn,6.67,829.443,1.00284,169.598,0.1669,1.868127
DB5-hypotheticalMOF_5036379_1_0_1_18_21_2,298.0,0.1,3.022584,Zn,4.17,3529.76,0.361739,730.174,0.5137,0.145435
DB0-m2_o12_o17_f0_pcu.sym.28,338.0,3.2,6.859519,Cu,3.7,1510.2,1.36639,280.96,0.0867,3.441982
DB0-m2_o1_o24_f0_nbo.sym.97,313.0,16.0,6.156217,Cu,3.41,4946.15,0.645472,920.171,0.29404,16.268399
DB5-hypotheticalMOF_5067811_1_0_2_20_2_0,298.0,1.0,5.683567,Cu,4.76,1087.86,0.780599,235.28,0.12244,3.064842
DB0-m2_o9_o14_f0_nbo.sym.119,298.0,1.0,5.081041,Cu,2.79,5040.56,0.73598,889.175,0.21492,3.144396
DB0-m3_o14_o27_f0_pcu.sym.36,338.0,3.2,4.770321,Zn,2.56,2101.42,0.664096,444.868,0.24872,4.892714
DB0-m2_o2_o108_f0_fsc,298.0,0.1,5.836696,Cu,3.7,1121.16,0.9383,175.028,0.20812,0.981239
DB13-lvt-Syn025738,313.0,16.0,5.520821,Cu,3.12,15930.4,0.626721,3467.59,0.26718,18.107922
DB0-m3_o2_o23_f0_nbo.sym.127,298.0,1.0,3.558064,Zn,3.37,29369.0,0.22093,3786.6,0.69364,1.501031
DB0-m3_o12_o20_f0_pcu.sym.14,298.0,0.1,3.909036,Zn,4.0,1610.28,0.593081,332.547,0.28702,0.195135
DB1-Zn2O8-AZO_A-irmof7_A_No428,338.0,3.2,5.006155,Zn,3.85,3749.31,0.7025,881.748,0.23962,3.383004
DB0-m2_o1_o27_f0_nbo.sym.8,313.0,0.4,2.854183,Cu,4.48,17759.4,0.365374,2797.12,0.58828,0.267088
DB0-m2_o17_o84_f0_fsc,338.0,0.26,7.017224,Cu,3.33,1159.65,0.978839,159.133,0.09182,1.467145
DB0-m2_o11_o27_f0_nbo.sym.111,298.0,1.0,4.384813,Cu,2.7,18425.0,0.41657,3508.73,0.46322,1.482282
DB6-cuf_6480,298.0,1.0,4.230213,Cu,2.13,4200.4,0.417396,831.134,0.45568,1.672561
DB0-m2_o15_o20_f0_nbo.sym.11,338.0,0.26,4.008122,Cu,3.8,13524.9,0.494635,2550.27,0.45828,0.202534
DB0-m2_o2_o3_f0_pcu.sym.33,338.0,3.2,4.212394,Cu,1.52,4048.47,0.436512,796.562,0.39216,3.653443
DB0-m29_o95_o87_f0_pts.sym.79,338.0,3.2,10.097524,Fe,2.0,1771.94,1.05983,175.534,0.0233,5.979922
DB0-m3_o11_o152_f0_pcu,313.0,16.0,6.781493,Zn,3.12,4583.22,0.519764,875.867,0.36972,26.878281
DB0-m2_o15_o20_f0_pcu.sym.9,298.0,1.0,6.669171,Cu,2.78,1510.41,1.00222,255.74,0.09582,2.09766
DB6-cuf_10240,298.0,1.0,3.289067,Cu,3.03,3431.91,0.459427,758.083,0.4396,0.932489
DB6-cuf_4119,313.0,16.0,4.754699,Cu,1.79,3935.63,0.437101,839.749,0.3765,21.809334
DB0-m3_o17_o146_f0_fsc.sym.76,313.0,16.0,8.175647,Zn,1.49,2413.02,0.898703,254.304,0.05712,9.388553
DB0-m3_o3_o4_f0_pcu.sym.38,338.0,3.2,4.291581,Zn,1.75,3910.2,0.445809,668.243,0.4079,2.5979
DB5-hypotheticalMOF_1371_2_0_0_21_9_5,298.0,1.0,3.683798,Zn,5.8,2965.51,0.508459,640.157,0.41752,1.371856
DB6-cuf_9594,313.0,16.0,4.974874,Cu,2.5,3194.62,0.494685,644.733,0.40518,21.874688
DB0-m29_o99_o43_f0_pts.sym.41,298.0,1.0,4.450515,Fe,1.77,2918.19,0.645631,538.464,0.22732,2.099624
DB0-m3_o4_o9_f0_nbo.sym.112,313.0,0.4,4.899148,Zn,3.49,5245.25,0.630326,1110.6,0.28862,1.040928
DB1-Cu2N8-DPAC_B-irmof6_B_No12,298.0,1.0,5.0038,Cu,3.12,1626.2,0.781785,270.924,0.25764,4.573646
DB0-m3_o7_o16_f0_pcu.sym.82,338.0,0.26,5.150017,Zn,1.72,3855.09,0.434093,798.217,0.36808,0.394679
DB0-m3_o2_o14_f0_nbo.sym.103,313.0,16.0,3.967954,Zn,3.45,20093.3,0.331001,3354.06,0.57226,19.11551
DB0-m3_o12_o16_f0_pcu.sym.67,313.0,0.4,6.440908,Zn,2.78,1431.81,0.903857,198.966,0.06206,3.040979
DB0-m3_o10_o17_f0_pcu.sym.50,313.0,16.0,9.830946,Zn,3.03,1024.44,1.27114,81.8981,0.02108,4.92536
DB0-m2_o23_o23_f0_nbo.sym.47,313.0,0.4,3.103964,Cu,2.5,15921.8,0.237699,2464.41,0.64582,0.44319
DB0-m2_o14_o26_f0_pcu.sym.10,298.0,0.1,5.706078,Cu,2.78,1758.16,0.726931,330.943,0.21962,0.577054
DB13-cds-Syn018175,338.0,0.26,4.551101,Cu,4.17,2633.37,0.740864,597.686,0.174,0.38827
DB0-m2_o11_cdz,313.0,16.0,5.888734,Cu,6.67,2861.02,0.709158,692.278,0.22224,15.672458
DB0-m3_o7_o23_f0_pcu.sym.53,298.0,0.1,4.022414,Zn,1.64,4714.42,0.444383,843.603,0.43912,0.187061
DB0-m3_o13_o15_f0_pcu.sym.73,338.0,3.2,5.13238,Zn,2.17,1705.59,0.829067,295.457,0.08084,5.515358
DB5-hypotheticalMOF_5060381_0_0_2_12_13_2,298.0,1.0,5.356469,Cu,4.0,1659.98,0.814424,380.403,0.21054,2.498859
DB0-m2_o9_o26_f0_pcu.sym.38,338.0,3.2,4.321199,Cu,2.04,3006.62,0.56769,567.037,0.36038,2.535289
DB0-m2_o1_mot-e,298.0,1.0,4.165888,Cu,5.88,11721.3,0.38703,1822.41,0.57766,1.155709
DB1-Cu2N8-AZO_B-DPAC_B_No411,313.0,16.0,5.754869,Cu,2.78,2427.85,0.63447,374.224,0.39072,19.325374
DB0-m2_o9_o25_f0_nbo.sym.12,313.0,0.4,4.182342,Cu,3.03,7391.39,0.500147,1408.16,0.4078,0.590668
DB5-hypotheticalMOF_5060381_0_0_2_12_13_2,338.0,0.26,4.249434,Cu,4.0,1659.98,0.814424,380.403,0.21054,0.306096
DB0-m3_o104_o19_f0_fsc.sym.7,313.0,0.4,8.410616,Zn,3.57,886.568,1.38067,121.865,0.06198,4.51189
DB5-hypotheticalMOF_6000428_0_0_3_12_10_14,338.0,3.2,7.055869,V,4.17,832.047,1.12207,67.8438,0.02162,3.432672
DB0-m2_o7_o20_f0_nbo.sym.62,313.0,0.4,3.334582,Cu,2.52,35617.8,0.241614,5477.21,0.65076,0.482844
DB0-m29_o91_o84_f0_pts.sym.12,338.0,0.26,5.478698,Fe,1.85,2481.62,0.776549,418.006,0.1786,0.663465
DB0-m3_o23_o28_f0_pcu.sym.90,298.0,0.1,5.043845,Zn,1.41,5532.49,0.394087,1072.43,0.45192,0.40352
DB0-m9_o20_o22_f0_sra.sym.54,313.0,0.4,5.845339,V,3.85,1689.08,1.18112,107.498,0.04276,1.223756
DB1-MIL47V-ADC_B-BDC_B_No728,313.0,16.0,7.299256,V,5.56,1526.03,1.084,229.404,0.13458,9.76218
DB0-m3_o21_o29_f0_pcu.sym.72,313.0,0.4,4.141768,Zn,1.47,5039.05,0.449471,1134.98,0.34762,0.828577
DB0-m9_o2_o4_f0_sra.sym.32,338.0,0.26,6.523562,V,3.77,1854.53,1.13222,238.729,0.11382,0.703518
DB0-m3_o13_o15_f0_pcu.sym.66,298.0,1.0,6.394001,Zn,2.78,1713.44,0.770806,318.256,0.17968,4.121894
DB0-m3_o25_o148_f0_fsc.sym.33,313.0,0.4,6.174692,Zn,3.33,1306.52,0.862042,237.619,0.09362,3.267118
DB0-m2_o20_o22_f0_nbo.sym.5,313.0,0.4,2.924231,Cu,4.11,17431.2,0.3274,2868.63,0.5869,0.300904
DB0-m3_o43_o15_f0_fsc.sym.51,298.0,0.1,8.206796,Zn,2.78,1212.35,1.09487,125.384,0.04566,2.803905
DB0-m3_o8_o12_f0_pcu.sym.87,313.0,16.0,7.001714,Zn,1.89,2966.39,0.751947,631.466,0.17422,14.785676
DB0-m2_o1_o11_f0_pcu.sym.29,298.0,1.0,6.405182,Cu,3.33,1135.76,0.958403,162.145,0.0672,2.705828
DB0-m3_o11_o19_f0_pcu.sym.7,338.0,3.2,4.073681,Zn,5.88,1323.58,0.71052,287.839,0.2649,2.519853
DB0-m3_o1520_o21_f0_fsc.sym.5,298.0,0.1,7.609593,Zn,2.94,1366.27,0.925325,226.393,0.04914,2.07211
DB0-m3_o13_o430_f0_fsc.sym.9,313.0,0.4,5.346388,Zn,3.33,1414.78,0.816009,261.829,0.18082,2.769394
DB0-m2_o17_o28_f0_nbo.sym.9,313.0,16.0,3.226304,Cu,2.65,41469.1,0.247805,4922.79,0.70338,15.303529
DB0-m3_o160_o150_f0_fsc.sym.18,313.0,0.4,5.50109,Zn,3.17,1731.41,0.840339,398.042,0.18762,1.508475
DB1-Zn2O8N2-irmof7_A-irmof8_A_No10,298.0,0.1,6.83549,Zn,3.23,2526.21,0.99673,418.852,0.09634,1.589832
DB0-m3_o6_o11_f0_pcu.sym.73,298.0,0.1,4.968125,Zn,3.23,2690.1,0.448909,597.588,0.39096,0.341495
DB0-m9_o18_o18_f0_sra.sym.28,298.0,0.1,7.06198,V,2.63,2314.03,1.23787,93.7033,0.0129,0.673234
DB0-m3_o46_o152_f0_fsc,298.0,0.1,5.815351,Zn,3.64,1266.33,0.868361,274.165,0.16294,1.1222
DB0-m3_o1520_o158_f0_fsc.sym.14,338.0,3.2,7.954631,Zn,2.7,1484.42,0.934442,280.548,0.08542,7.564262
DB0-m29_o92_o172_f0_pts.sym.12,338.0,3.2,3.98197,Fe,1.33,8833.63,0.337867,1481.14,0.55376,2.865076
DB0-m3_o112_o13_f0_fsc.sym.18,338.0,3.2,8.632796,Zn,3.7,912.758,1.19014,126.346,0.13928,6.565044
DB0-m3_o13_o1470_f0_fsc.sym.18,298.0,0.1,7.545519,Zn,3.33,1020.25,1.18686,134.169,0.07018,1.596204
DB5-hypotheticalMOF_19473_1_0_1_24_21_6,338.0,0.26,3.507904,Zn,2.78,4151.63,0.375727,817.238,0.48134,0.219764
DB0-m3_o18_o25_f0_pcu.sym.22,313.0,16.0,5.527826,Zn,2.27,3691.2,0.427157,781.859,0.43696,28.483475
DB0-m3_o105_o155_f0_fsc.sym.10,298.0,1.0,6.390044,Zn,1.89,2967.81,0.611947,561.428,0.29974,3.825683
DB0-m3_o480_o19_f0_fsc.sym.15,338.0,3.2,6.622283,Zn,4.35,950.105,1.08203,168.703,0.13426,6.345644
DB0-m2_o5_o15_f0_nbo.sym.38,338.0,0.26,4.643229,Cu,5.88,7258.57,0.71284,1500.55,0.22096,0.320635
DB0-m1_o37_o10_pte,298.0,1.0,4.560918,Zn,8.89,1719.49,0.756974,387.084,0.24128,1.885134
DB0-m3_o3_o12_f0_pcu.sym.49,338.0,3.2,3.573781,Zn,2.27,3912.41,0.405528,762.43,0.47734,2.257307
DB0-m3_o6_o24_f0_nbo.sym.29,313.0,16.0,2.886013,Zn,4.76,22466.6,0.282213,3307.73,0.64998,12.876727
DB0-m29_o90_o1500_f0_pts.sym.42,298.0,1.0,5.116844,Fe,2.15,3052.8,0.569169,685.922,0.29072,3.033835
DB0-m3_o1_o25_f0_pcu.sym.20,298.0,1.0,5.136992,Zn,3.85,1711.47,0.629847,420.596,0.27568,3.212017
DB0-m29_o81_o91_f0_pts.sym.47,298.0,1.0,6.839373,Fe,1.89,3150.78,0.610562,755.48,0.24294,4.618663
DB6-cuf_7750,298.0,1.0,4.782367,Cu,2.04,3401.63,0.482253,775.222,0.34672,2.447271
DB0-m2_o4_o7_f0_nbo.sym.99,313.0,16.0,4.453895,Cu,2.8,16516.1,0.445806,3314.09,0.42834,19.338926
DB1-Zn2O8N2-AZO_A-irmof8_A_No135,298.0,0.1,5.455958,Zn,1.49,3781.1,0.488315,717.618,0.40436,0.568657
DB6-cuf_8113,298.0,0.1,4.821458,Cu,2.04,2594.48,0.632238,520.802,0.26022,0.363159
DB0-m9_o13_o23_f0_sra.sym.44,338.0,0.26,5.414851,V,3.39,2698.24,0.783193,529.981,0.179,0.782511
DB0-m3_o12_o29_f0_pcu.sym.69,313.0,16.0,8.082121,Zn,1.39,3186.44,0.664965,644.012,0.11424,16.724304
DB0-m29_o91_o78_f0_pts.sym.10,338.0,0.26,5.069772,Fe,2.22,2768.54,0.650374,658.286,0.24148,0.465632
DB1-Zn2O8N2-BDC_A-irmof10_A_No385,313.0,16.0,7.853359,Zn,3.74,2844.1,0.738182,559.149,0.23006,17.245015
DB0-m3_o160_o148_f0_fsc.sym.76,298.0,0.1,6.757777,Zn,3.28,1240.7,0.963985,216.311,0.11618,1.839991
DB12-EYULOA_clean,313.0,0.4,8.325104,Co,3.0,5690.31,1.26506,320.691,0.01158,2.356258
DB12-FIFPAM_clean,298.0,1.0,6.097635,Ni,4.0,833.667,1.03535,63.9365,0.00828,5.54164
DB0-m3_o9_o25_f0_nbo.sym.52,338.0,3.2,4.237092,Zn,2.78,7642.7,0.481939,1559.78,0.38958,3.722237
DB0-m3_o23_o24_f0_pcu.sym.103,298.0,0.1,6.834198,Zn,1.47,2555.85,0.767273,362.965,0.10104,1.246874
DB0-m3_o13_o149_f0_fsc.sym.34,338.0,3.2,9.010393,Zn,3.45,1054.46,1.03028,150.903,0.08264,5.503021
DB0-m2_o11_o28_f0_nbo.sym.34,313.0,0.4,3.409976,Cu,3.09,22135.0,0.400664,4287.62,0.51068,0.3337
DB0-m3_o20_o23_f0_nbo.sym.48,338.0,0.26,2.683558,Zn,4.84,25667.8,0.213392,3492.51,0.69778,0.201092
DB0-m3_o7_o15_f0_pcu.sym.71,313.0,0.4,4.475805,Zn,2.08,3232.0,0.519721,687.331,0.33626,0.857882
DB0-m2_o11_o22_f0_nbo.sym.40,313.0,0.4,4.338504,Cu,4.08,5222.67,0.526611,1028.68,0.3958,0.353153
DB0-m3_o3_o24_f0_nbo.sym.24,313.0,16.0,3.286511,Zn,3.16,32542.6,0.224077,4100.4,0.70084,16.436711
DB0-m2_o25_o27_f0_pcu.sym.41,313.0,0.4,6.700743,Cu,0.99,4487.94,0.683985,693.637,0.21272,0.922491
DB0-m29_o97_o43_f0_pts.sym.21,338.0,3.2,4.152552,Fe,2.08,3007.48,0.633521,623.082,0.28828,4.765745
DB0-m3_o440_o159_f0_fsc.sym.84,298.0,0.1,6.639475,Zn,3.17,1543.25,0.772871,351.403,0.13502,1.117661
DB0-m3_o16_o520_f0_fsc.sym.50,338.0,0.26,6.070432,Zn,3.12,1464.57,0.865491,282.794,0.09582,1.195258
DB0-m3_o24_o145_f0_fsc.sym.24,338.0,0.26,6.960644,Zn,2.5,1181.63,1.11784,153.633,0.07854,1.571398
DB0-m3_o112_o25_f0_fsc.sym.57,313.0,16.0,9.974592,Zn,3.12,1147.87,1.05069,175.012,0.09828,9.653277
DB0-m3_o4_o46_f0_fsc.sym.49,338.0,0.26,7.93943,Zn,4.44,702.871,1.42951,70.7174,0.04152,2.109275
DB5-hypotheticalMOF_20806_0_0_1_10_7_4,313.0,16.0,7.158165,Zn,3.92,1114.29,0.937478,185.938,0.10052,10.801249
DB5-hypotheticalMOF_1000696_0_0_3_24_21_7,298.0,0.1,5.424606,V,3.12,1813.68,0.613773,294.151,0.34578,0.425589
DB0-m29_o88_o46_f0_pts.sym.82,313.0,0.4,5.250254,Fe,2.7,1872.83,0.800111,381.858,0.12286,1.856233
DB0-m3_o12_o28_f0_pcu.sym.17,338.0,0.26,4.324425,Zn,2.7,2607.8,0.575191,673.37,0.28924,0.299563
DB0-m3_o20_o25_f0_nbo.sym.51,338.0,3.2,2.690766,Zn,4.76,25436.5,0.208808,3300.26,0.70724,2.11916
DB1-Zn2O8N2-BDC_A-irmof10_A_No5,298.0,0.1,5.219646,Zn,3.12,2844.1,0.75584,525.516,0.20644,0.678329
DB0-m9_o6_o25_f0_sra.sym.102,338.0,0.26,5.006574,V,3.23,3372.36,0.732018,561.177,0.22524,0.407041
DB0-m3_o2_o7_f0_nbo.sym.103,313.0,16.0,3.29226,Zn,2.7,32764.6,0.236992,3971.53,0.68494,16.570649
DB0-m3_o156_o1510_f0_fsc.sym.2,298.0,0.1,5.540267,Zn,2.0,2892.5,0.581929,626.367,0.29502,0.973995
DB1-Zn2O8N2-irmof10_A-irmof8_A_No508,313.0,0.4,4.406175,Zn,2.6,5330.97,0.511703,1113.19,0.37108,0.776819
DB0-m3_o7_o21_f0_pcu.sym.115,298.0,1.0,3.698877,Zn,2.17,4147.48,0.367373,755.346,0.49186,1.537458
DB0-m2_o8_o26_f0_pcu.sym.39,298.0,0.1,4.386256,Cu,1.89,4532.83,0.438814,861.486,0.45438,0.216047
DB5-hypotheticalMOF_5045210_0_0_1_3_3_0,298.0,1.0,5.131014,Zn,3.57,1047.73,0.978218,138.282,0.07294,1.668062
DB0-m3_o24_o29_f0_pcu.sym.62,313.0,16.0,7.725586,Zn,1.67,2891.99,0.714167,610.236,0.18378,17.837081
DB0-m2_o6_o13_f0_pcu.sym.48,298.0,0.1,5.34557,Cu,1.82,3038.76,0.569438,596.624,0.26406,0.397859
DB6-cuf_2848,338.0,0.26,5.232583,Cu,2.63,1939.18,0.754962,399.593,0.16932,0.518267
DB0-m2_o15_o19_f0_nbo.sym.22,338.0,0.26,5.029279,Cu,3.53,11199.9,0.578401,2330.08,0.36314,0.377616
DB0-m29_o96_o86_f0_pts.sym.12,313.0,16.0,6.927077,Fe,1.67,4035.53,0.533559,787.959,0.36504,25.74541
DB5-hypotheticalMOF_5006302_0_0_0_15_7_10,313.0,16.0,6.193964,Zn,4.82,2617.75,0.591319,578.689,0.3115,19.654003
DB0-m29_o97_o150_f0_pts.sym.118,298.0,0.1,5.374759,Fe,2.06,3003.95,0.591181,612.344,0.31674,0.61844
DB0-m3_o7_o14_f0_pcu.sym.103,313.0,0.4,5.092191,Zn,1.89,3237.21,0.581485,682.403,0.28288,1.049724
DB0-m2_o11_o14_f0_pcu.sym.71,298.0,1.0,6.004531,Cu,4.0,1145.13,0.846158,213.066,0.09908,3.30279
DB0-m3_o2_o25_f0_pcu.sym.106,298.0,0.1,4.723524,Zn,2.0,3421.28,0.49973,753.632,0.34566,0.293013
DB0-m2_o17_o23_f0_pcu.sym.3,298.0,0.1,4.792526,Cu,2.17,3209.48,0.461447,711.93,0.3799,0.323142
DB0-m3_o21_pth,338.0,3.2,3.139281,Zn,6.67,18122.1,0.250141,2839.16,0.6613,2.046532
DB0-m2_o3_o19_f0_nbo.sym.14,298.0,0.1,2.579979,Cu,3.53,34924.4,0.209822,4259.04,0.72838,0.124732
DB0-m3_o490_o21_f0_fsc.sym.32,298.0,1.0,8.923195,Zn,3.85,1129.37,0.983888,180.525,0.09946,5.216713
